Release Date,Season,Episode,Episode Title,Sentence,Character,word_count
2017-07-23,Season 7,Episode 2,Stormborn,Do you think it's really Tyrion? It could be someone trying to lure you into a trap.,sansa stark,17
2017-07-23,Season 7,Episode 2,Stormborn,Read the last bit.,jon snow,4
2017-07-23,Season 7,Episode 2,Stormborn,"All dwarfs are bastards in their father's eyes."" What does that mean?",sansa stark,12
2017-07-23,Season 7,Episode 2,Stormborn,It's something he said to me the first night we met. You know him better than any of us. What do you think?,jon snow,23
2017-07-23,Season 7,Episode 2,Stormborn,"Tyrion is not like the other Lannisters. He was always kind to me, but it's too great a risk. ""The Seven Kingdoms will bleed as long as Cersei sits on the Iron Throne. Join us. Together we can end her tyranny.""",sansa stark,41
2017-07-23,Season 7,Episode 2,Stormborn,"Sounds like a charmer. Of course, the casual mention of a Dothraki horde, a legion of Unsullied and three dragons, a bit less charming.",davos,24
2017-07-23,Season 7,Episode 2,Stormborn,What?,jon snow,1
2017-07-23,Season 7,Episode 2,Stormborn,"Fire kills Whites, you told me. What breathes fire?",davos,9
2017-07-23,Season 7,Episode 2,Stormborn,You're not suggesting Jon meet with her?,sansa stark,7
2017-07-23,Season 7,Episode 2,Stormborn,"No, too dangerous.",davos,3
2017-07-23,Season 7,Episode 2,Stormborn,But?,jon snow,1
2017-07-23,Season 7,Episode 2,Stormborn,"But if the Army of the Dead makes it passed the Wall, do we have enough men to fight them?",davos,20
2017-07-23,Season 7,Episode 2,Stormborn,"If the Mad King's daughter takes the Iron Throne, she will destroy the Realm as we know it. Some of you are bannermen of House Tyrell. But House Tyrell is in open rebellion against the Crown. With their help the Mad King's daughter has ferried an army of savages to our shores. Mindless Unsullied soldiers who will destroy your castles and your holdfasts. Dothraki heathens who will burn your villages to the ground, rape and enslave your women, and butcher your children without a second thought. This is how Olenna Tyrell rewards centuries of service and loyalty.",cersei lannister,97
2017-07-23,Season 7,Episode 2,Stormborn,"You all remember the Mad King. You remember the horrors he inflicted upon his people. His daughter is no different. In Essos her brutality is already legendary. She crucified hundreds of noblemen in Slaver's Bay. And when she grew bored of that, she fed them to her dragons.",cersei lannister,48
2017-07-23,Season 7,Episode 2,Stormborn,"It is my solemn duty to protect the people, and I will but I need your help, My Lords. We must stand together, all of us, if we hope to stop her.",cersei lannister,32
2017-07-23,Season 7,Episode 2,Stormborn,"She has three full-grown dragons, Your Grace. The same as Aegon when he conquered the Seven Kingdoms. How do you propose to stop them?",randyll,25
2017-07-23,Season 7,Episode 2,Stormborn,"We are currently at work on a solution, My Lord.",qyburn,10
2017-07-23,Season 7,Episode 2,Stormborn,Lord Tarley.,jaime lannister,2
2017-07-23,Season 7,Episode 2,Stormborn,"Ser, Jaime. I believe you know my son.",randyll,8
2017-07-23,Season 7,Episode 2,Stormborn,"Ser, Jaime.",dickon,2
2017-07-23,Season 7,Episode 2,Stormborn,"Rickon, isn't it?",jaime lannister,3
2017-07-23,Season 7,Episode 2,Stormborn,Dickon.,dickon,1
2017-07-23,Season 7,Episode 2,Stormborn,That's it.,jaime lannister,2
2017-07-23,Season 7,Episode 2,Stormborn,Thank you for coming. The other lords of the Reach look to you for guidance now more than ever. They might not have come if you hadn't.,jaime lannister,27
2017-07-23,Season 7,Episode 2,Stormborn,"If my queen summons me, I answer the call. And I've heard what she does to those that defy her.",randyll,20
2017-07-23,Season 7,Episode 2,Stormborn,Do you ride for Hornhill today?,jaime lannister,6
2017-07-23,Season 7,Episode 2,Stormborn,I have an army to mobilize. It won't be long until the fighting starts.,randyll,14
2017-07-23,Season 7,Episode 2,Stormborn,And what side will you be fighting for? You were the only man to defeat Robert Baratheon in battle. Not even Rhaegar Targaryen could --,jaime lannister,24
2017-07-23,Season 7,Episode 2,Stormborn,"It's a long ride back to the reach, Ser Jaime. How may I serve?",randyll,14
2017-07-23,Season 7,Episode 2,Stormborn,I want you to be my ranking general in the wars to come. I want you to swear allegiance to Cersei and I want you to help her destroy her enemies. All of her enemies.,jaime lannister,35
2017-07-23,Season 7,Episode 2,Stormborn,Including Olenna Tyrell? I'm a Tarley. That name means something. We're not oath breakers. We're not schemers. We don't stab our rivals in the back or cut their throats at weddings. I swore an oath to House Tyrell.,randyll,38
2017-07-23,Season 7,Episode 2,Stormborn,"You swore an oath to the Crown as well, Lord Tarley.",jaime lannister,11
2017-07-23,Season 7,Episode 2,Stormborn,I've known Olenna since I was a child.,randyll,8
2017-07-23,Season 7,Episode 2,Stormborn,"She was a great woman, once. Now she's broken. She wants revenge so badly she brought the Dothraki to our shores. The Dothraki in Westeros for the first time in history. I know you don't like my sister, but you have to make a choice. Do you fight with us or with the foreign savages and eunuchs?",jaime lannister,57
2017-07-23,Season 7,Episode 2,Stormborn,When the war is won the queen will need a new warden of the south. I can think of no better man than Randyll Tarley.,jaime lannister,25
2017-07-23,Season 7,Episode 2,Stormborn,The infection has spread too far. You should have cut off your arm the moment you were touched.,marwyn,18
2017-07-23,Season 7,Episode 2,Stormborn,How long?,jorah mormont,2
2017-07-23,Season 7,Episode 2,Stormborn,"It will be years before it kills you. It could be 10, could be 20.",marwyn,15
2017-07-23,Season 7,Episode 2,Stormborn,But how long 'till...,jorah mormont,4
2017-07-23,Season 7,Episode 2,Stormborn,"Your mind? Six months, maybe fewer.",marwyn,6
2017-07-23,Season 7,Episode 2,Stormborn,"Pardon, Archmaester. I met Stannis Baratheon's daughter at Castle Black. She had Greyscale as a baby and was cured. Isn't there some way --",sam tarly,23
2017-07-23,Season 7,Episode 2,Stormborn,Does this look like a baby to you?,marwyn,8
2017-07-23,Season 7,Episode 2,Stormborn,No.,sam tarly,1
2017-07-23,Season 7,Episode 2,Stormborn,Have you studied the varying rates of Greyscale progression in infants and fully grown men?,marwyn,15
2017-07-23,Season 7,Episode 2,Stormborn,Maester Chrissen discovered Shireen Baratheon's affliction immediately.,marwyn,7
2017-07-23,Season 7,Episode 2,Stormborn,"This is quite advanced and beyond our skills, Ser. Were you a commoner I'd have you shipped to Valyria at once to live out your life with the Stone Men. As an anointed Knight I'll allow you one more day. How you choose to spend that time is up to you.",marwyn,51
2017-07-23,Season 7,Episode 2,Stormborn,"Come, Samwell.",marwyn,2
2017-07-23,Season 7,Episode 2,Stormborn,"Should we send word to your family, Ser...",sam tarly,8
2017-07-23,Season 7,Episode 2,Stormborn,Jorah. Jorah Mormont.,jorah mormont,3
2017-07-23,Season 7,Episode 2,Stormborn,Mormont?,sam tarly,1
2017-07-23,Season 7,Episode 2,Stormborn,There's no need. I've been dead to them for years.,jorah mormont,10
2017-07-23,Season 7,Episode 2,Stormborn,"Have you ever been down here, Your Grace?",qyburn,8
2017-07-23,Season 7,Episode 2,Stormborn,"No, I can't say I have. I haven't seen these since Robert had them removed from the Throne Room.",cersei lannister,19
2017-07-23,Season 7,Episode 2,Stormborn,Curious that King Robert did not have them destroyed.,qyburn,9
2017-07-23,Season 7,Episode 2,Stormborn,They were his trophies. He couldn't keep them around. They would have made him look small. Sometimes he would come down here and look at them. I believe he brought his whores on occasion.,cersei lannister,34
2017-07-23,Season 7,Episode 2,Stormborn,"Balerion the Dread. The beast that Aegon rode across the sea. Its flames forged the Iron Throne and brought the Seven Kingdoms to heel. Powerful, but not invincible.",qyburn,28
2017-07-23,Season 7,Episode 2,Stormborn,"Apparently one of Daenarys' dragons was wounded by spears in the fighting pits of Meereen. If they can be wounded, they can be killed.",qyburn,24
2017-07-23,Season 7,Episode 2,Stormborn,"The finest artilleters and blacksmiths in King's Landing have been laboring day and night, Your Grace. If you'd kindly pull that lever.",qyburn,22
2017-07-23,Season 7,Episode 2,Stormborn,"If you want the Iron Throne, take it. We have an army, a fleet, and three dragons. We should hit King's Landing now. Hard. With everything we have. The city will fall within a day.",yara greyjoy,35
2017-07-23,Season 7,Episode 2,Stormborn,"If we turn the dragons loose, tens of thousands will die in the firestorms.",tyrion lannister,14
2017-07-23,Season 7,Episode 2,Stormborn,"It's called war. You don't have the stomach for it, scurry back into hiding.",ellaria,14
2017-07-23,Season 7,Episode 2,Stormborn,I know how you wage war. We don't poison little girls here. Myrcella was innocent.,tyrion lannister,15
2017-07-23,Season 7,Episode 2,Stormborn,She was a Lannister. There are no innocent Lannisters. My greatest regret is that Oberyn died fighting for you.,ellaria,19
2017-07-23,Season 7,Episode 2,Stormborn,That's enough. Tyrion is the Hand of the Queen. You will treat him with respect.,daenerys targaryen,15
2017-07-23,Season 7,Episode 2,Stormborn,I am not here to be queen of the ashes.,daenerys targaryen,10
2017-07-23,Season 7,Episode 2,Stormborn,"That's very nice to hear. Of course, I can't remember a queen who was better loved than my grand daughter. The common people loved her, the nobles loved her. And what is left of her now? Ashes. Commoners, nobles, they're all just children really. They won't obey you unless they fear you.",olenna tyrell,52
2017-07-23,Season 7,Episode 2,Stormborn,"I'm grateful to you, Lady Olenna, for your council. I'm grateful to all of you. But you have chosen to follow me. I will not attack King's Landing. We will not attack King's Landing.",daenerys targaryen,34
2017-07-23,Season 7,Episode 2,Stormborn,Then how do you mean to take the Iron Throne? By asking nicely?,olenna tyrell,13
2017-07-23,Season 7,Episode 2,Stormborn,We will lay siege to the capital surrounding the city on all sides. Cersei will have the Iron Throne but no food for her army or the people.,daenerys targaryen,28
2017-07-23,Season 7,Episode 2,Stormborn,But we won't use Dothraki and Unsullied.,tyrion lannister,7
2017-07-23,Season 7,Episode 2,Stormborn,"Cersei will try to rally the lords of Westeros by appealing to their loyalty, their love for their country. If we besiege the city with foreigners, we prove her point. Our army should be Westerosi.",tyrion lannister,35
2017-07-23,Season 7,Episode 2,Stormborn,And I suppose we're providing the Westerosi?,ellia,7
2017-07-23,Season 7,Episode 2,Stormborn,You are.,tyrion lannister,2
2017-07-23,Season 7,Episode 2,Stormborn,Lady Greyjoy will escort you home to Sunspear and her Iron Fleet will ferry the Dornish army back up to King's Landing.,tyrion lannister,22
2017-07-23,Season 7,Episode 2,Stormborn,The Dornish will lay siege to the capital alongside the Tyrell army. Two great kingdoms united against Cersei.,tyrion lannister,18
2017-07-23,Season 7,Episode 2,Stormborn,"So, your master plan is to use our armies? Forgive me for asking, but why did you bother to bring your own?",olenna tyrell,22
2017-07-23,Season 7,Episode 2,Stormborn,The unsullied will have another objective. For decades House Lannister has been the true power in Westeros. And the seat of that power is Casterly Rock. Grey Worm and the Unsullied will sail for the Rock and take it.,tyrion lannister,39
2017-07-23,Season 7,Episode 2,Stormborn,Do I have your support?,daenerys targaryen,5
2017-07-23,Season 7,Episode 2,Stormborn,You have mine.,yara greyjoy,3
2017-07-23,Season 7,Episode 2,Stormborn,"Dorne is with you, Your Grace.",ellia,6
2017-07-23,Season 7,Episode 2,Stormborn,"Thank you all. Lady Olenna, may I speak with you alone?",daenerys targaryen,11
2017-07-23,Season 7,Episode 2,Stormborn,I realize you're here out of hatred for Cersei and not love for me. But I swear to you she will pay for what she's done and we will bring peace back to Westeros.,daenerys targaryen,34
2017-07-23,Season 7,Episode 2,Stormborn,"Peace. Do you think that's what we had under your father or his father or his? Peace never lasts, my dear. Would you take a bit of advice from an old woman?",olenna tyrell,32
2017-07-23,Season 7,Episode 2,Stormborn,"He's a clever man, your Hand. I've known a great many clever men. I've outlived them all. Do you know why? I ignored them. The lords of Westeros are sheep. Are you a sheep? No. You're a dragon. Be a dragon.",olenna tyrell,41
2017-07-23,Season 7,Episode 2,Stormborn,Enter.,grey worm,1
2017-07-23,Season 7,Episode 2,Stormborn,You leave tomorrow. Were you going to say goodbye?,missandei,9
2017-07-23,Season 7,Episode 2,Stormborn,I will see you when I return.,grey worm,7
2017-07-23,Season 7,Episode 2,Stormborn,But you don't know when that will be.,missandei,8
2017-07-23,Season 7,Episode 2,Stormborn,No one knows.,grey worm,3
2017-07-23,Season 7,Episode 2,Stormborn,I wish you good fortune.,missandei,5
2017-07-23,Season 7,Episode 2,Stormborn,Missandei --,grey worm,1
2017-07-23,Season 7,Episode 2,Stormborn,It is hard for me to say goodbye to you.,grey worm,10
2017-07-23,Season 7,Episode 2,Stormborn,Why?,missandei,1
2017-07-23,Season 7,Episode 2,Stormborn,You know why.,grey worm,3
2017-07-23,Season 7,Episode 2,Stormborn,I don't.,missandei,2
2017-07-23,Season 7,Episode 2,Stormborn,You are my weakness.,grey worm,4
2017-07-23,Season 7,Episode 2,Stormborn,That's what I am? Your weakness?,missandei,6
2017-07-23,Season 7,Episode 2,Stormborn,"When Unsullied are young their masters learn their fears. One boy is scared of dogs. One boy hates high places. One is frightened of the ocean. They make the boy sleep with dogs or climb a cliff. They throw him in the water. If he learns to swim, good. If he drowns, good. Either way, strong Unsullied. But I had no fears. I was never the biggest, never the strongest, but I was bravest always.",grey worm,75
